Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25
0.0,0.6,1.2,1.8,2.4,3.0,3.6,4.2,4.8,5.3999999999999995,6.0,6.6,7.2,7.8,8.4,9.0,9.6,10.200000000000001,10.799999999999999,11.4,12.600000000000001,13.2,13.799999999999999,14.4,15.0
0.9546998867497168,0.950245375613439,0.9448848622121555,0.9405058512646282,0.9346923367308418,0.9263873159682899,0.9152132880332201,0.9055492638731597,0.8930917327293318,0.8788221970554927,0.8626651566628917,0.8449981124952812,0.824160060400151,0.795696489241223,0.7628539071347679,0.7251793129482824,0.681766704416761,0.6303510758776897,0.5823329558323895,0.5334843337108343,0.44446961117402795,0.40113250283125707,0.3666289165722914,0.32955832389580975,0.30132125330313325
0.9537938844847113,0.947527368818422,0.942544356360891,0.9345413363533409,0.9269158172895432,0.9181577953944885,0.9085692714231786,0.8986787466968668,0.8875802189505474,0.871196677991695,0.8527746319365799,0.8312570781426953,0.8093620234050585,0.7818799546998868,0.7502453756134391,0.7164967912419781,0.6751226878067195,0.632163080407701,0.586409966024915,0.5414873537183843,0.46379765949414875,0.4289165722914307,0.39713099282748204,0.3683654209135523,0.3403548508871272
0.9526613816534542,0.9482823707059268,0.9424688561721404,0.9371838429596074,0.9295583238958097,0.9221593053982635,0.9120422801057002,0.9024537561343904,0.8912797281993206,0.8783691959229898,0.8645526613816534,0.846885617214043,0.8271800679501699,0.802718006795017,0.7722159305398264,0.7365043412608532,0.6986032465081162,0.6548886372215931,0.6070970177425443,0.5599848999622499,0.4668176670441676,0.4239335598338996,0.3868629671574179,0.34858437146092863,0.3168742921857305
0.9451868629671574,0.9410343525858814,0.9352963382408456,0.9300113250283125,0.923669309173273,0.9177802944507362,0.9104567761419403,0.9010192525481314,0.8894677236693092,0.8760286900717251,0.85760664401661,0.8381275953189883,0.817440543601359,0.7959229898074746,0.7713854284635712,0.7401283503208758,0.7054737636844092,0.6658361645904115,0.6269535673839185,0.5872404681011703,0.49618724046810114,0.4526236315590789,0.4126840317100793,0.37621744054360134,0.3441298603246508
0.9389203473008683,0.9337863344658361,0.9287278218195546,0.9227633069082672,0.9148357870894678,0.9090977727444318,0.900641751604379,0.8922612306530766,0.8816912042280106,0.8691581728954323,0.8561721404303511,0.8414496036240091,0.8267270668176671,0.80800302000755,0.7873914684786711,0.7596073990184975,0.7292563231408079,0.6943752359380898,0.661759154397886,0.6288410721026803,0.5570403926009815,0.5181577953944885,0.48146470366175914,0.44983012457531146,0.4178935447338618
0.9292563231408079,0.9254813137032842,0.9203473008682521,0.9158927897319743,0.911513778784447,0.9062287655719139,0.9020762551906379,0.8949037372593431,0.8869762174405436,0.8802567006417517,0.8711211778029445,0.8616836542091355,0.8505096262740657,0.8370705926764817,0.8190260475651189,0.7980369950924877,0.7738014345035863,0.7460928652321631,0.7131747829369574,0.6818422046055115,0.6133635334088335,0.5781804454511136,0.547829369573424,0.5184597961494903,0.4928652321630804
0.9291053227633069,0.9240468101170253,0.9194412986032465,0.9164212910532277,0.9103812759531899,0.9044167610419026,0.8977727444318611,0.8903737259343149,0.8832767081917705,0.8755001887504719,0.8668931672329181,0.854888637221593,0.8436391090977727,0.8311815779539449,0.814722536806342,0.7938844847112118,0.7734994337485843,0.7492638731596829,0.7228388070970178,0.6909777274443186,0.6242355605889015,0.5893544733861835,0.5568893922234806,0.5212533031332578,0.4907512268780672
0.9204983012457532,0.9147602869007172,0.9090222725556814,0.9027557568893922,0.8961872404681012,0.8878822197055493,0.8782936957342393,0.8671196677991695,0.8557191392978483,0.841751604379011,0.8264250660626652,0.8093620234050585,0.7885239713099282,0.7669309173272933,0.7407323518308796,0.7150622876557191,0.6823707059267649,0.6520951302378256,0.6197810494526236,0.5850509626274065,0.52480181200453,0.49973574933937337,0.4798036995092488,0.45896564741411855,0.4434881087202718
0.9195922989807475,0.9156662891657229,0.9106832767081918,0.9057757644394111,0.9001132502831257,0.8934692336730842,0.8849377123442809,0.873763684409211,0.8635711589278973,0.8502076255190638,0.8369950924877312,0.8225745564363911,0.8057380143450359,0.7870139675349188,0.76640241600604,0.7414873537183843,0.7149112872782182,0.6887882219705549,0.6607776519441299,0.6282370705926765,0.5667044167610419,0.535673839184598,0.5078897697244243,0.4835032087580219,0.46017365043412606
0.9193657984144961,0.9151377878444696,0.9102302755756889,0.9054737636844092,0.89920724801812,0.8939977349943374,0.8868252170630426,0.8778406946017365,0.8679501698754247,0.8576821442053605,0.8462061155152888,0.8347300868252171,0.8183465458663647,0.8012835032087581,0.7826349565873915,0.7616459041147603,0.7371083427708569,0.7109097772744432,0.6801057002642507,0.6477161192902983,0.5828614571536429,0.5524348810872027,0.518082295205738,0.4921102302755757,0.46576066440166103
0.9110607776519442,0.9069837674594187,0.9026047565118913,0.8977727444318611,0.8925632314080785,0.8850887127217818,0.8770856927142318,0.86719516798792,0.8583616459041148,0.8482446206115515,0.8380520951302378,0.8255190637976595,0.8120800302000755,0.7981124952812382,0.7820309550773877,0.7648169120422801,0.7456398640996602,0.7257078142695357,0.7024537561343903,0.678067195167988,0.6255190637976595,0.5975084937712344,0.5726689316723291,0.5483578708946772,0.5253303133257833
